0.250	0.000260
0.255	0.000240
0.260	0.000222
0.265	0.000206
0.270	0.000191
0.275	0.000179
0.280	0.000167
0.285	0.000157
0.290	0.000148
0.295	0.000139
0.300	0.000132
0.305	0.000125
0.310	0.000118
0.315	0.000112
0.320	0.000107
0.325	0.000102
0.330	0
0.335	0
0.340	0
0.345	0
0.350	0
0.355	0
0.360	0
0.365	0
0.370	0
0.375	0
0.380	0
0.385	0
0.390	0
0.395	0
0.400	0
0.405	0
0.410	0
0.415	0
0.420	0
0.425	0
0.430	0
0.435	0
0.440	0
0.445	0
0.450	0
0.455	0
0.460	0
0.465	0
0.470	0
0.475	0
0.480	0
0.485	0
0.490	0
0.495	0
0.500	0
0.505	0
0.510	0
0.515	0
0.520	0
0.525	0
0.530	0
0.535	0
0.540	0
0.545	0
0.550	0
0.555	0
0.560	0
0.565	0
0.570	0
0.575	0
0.580	0
0.585	0
0.590	0
0.595	0
0.600	0
0.605	0
0.610	0
0.615	0
0.620	0
0.625	0
0.630	0
0.635	0
0.640	0
0.645	0
0.650	0
0.655	0
0.660	0
0.665	0
0.670	0
0.675	0
0.680	0
0.685	0
0.690	0
0.695	0
0.700	0
0.705	0
0.710	0
0.715	0
0.720	0
0.725	0
0.730	0
0.735	0
0.740	0
0.745	0
0.750	0
0.755	0
0.760	0
0.765	0
0.770	0
0.775	0
0.780	0
0.785	0
0.790	0
0.795	0
0.800	0
0.805	0
0.810	0
0.815	0
0.820	0
0.825	0
0.830	0
0.835	0
0.840	0
0.845	0
0.850	0
0.855	0
0.860	0
0.865	0
0.870	0
0.875	0
0.880	0
0.885	0
0.890	0
0.895	0
0.900	0
0.905	0
0.910	0
0.915	0
0.920	0
0.925	0
0.930	0
0.935	0
0.940	0
0.945	0
0.950	0
0.955	0
0.960	0
0.965	0
0.970	0
0.975	0
0.980	0
0.985	0
0.990	0
0.995	0
1.000	0
1.005	0
1.010	0
1.015	0
1.020	0
1.025	0
1.030	0
1.035	0
1.040	0
1.045	0
1.050	0
1.055	0
1.060	0
1.065	0
1.070	0
1.075	0
1.080	0
1.085	0
1.090	0
1.095	0
1.100	0
1.105	0
1.110	0
1.115	0
1.120	0
1.125	0
1.130	0
1.135	0
1.140	0
1.145	0
1.150	0
1.155	0
1.160	0
1.165	0
1.170	0
1.175	0
1.180	0
1.185	0
1.190	0
1.195	0
1.200	0
1.205	0
1.210	0
1.215	0
1.220	0
1.225	0
1.230	0
1.235	0
1.240	0
1.245	0
1.250	0
1.255	0
1.260	0
1.265	0
1.270	0
1.275	0
1.280	0
1.285	0
1.290	0
1.295	0
1.300	0
1.305	0
1.310	0
1.315	0
1.320	0
1.325	0
1.330	0
1.335	0
1.340	0
1.345	0
1.350	0
1.355	0
1.360	0
1.365	0
1.370	0
1.375	0
1.380	0
1.385	0
1.390	0
1.395	0
1.400	0
1.405	0
1.410	0
1.415	0
1.420	0
1.425	0
1.430	0
1.435	0
1.440	0
1.445	0
1.450	0
1.455	0
1.460	0
1.465	0
1.470	0
1.475	0
1.480	0
1.485	0
1.490	0
1.495	0
1.500	0
1.505	0
1.510	0
1.515	0
1.520	0
1.525	0
1.530	0
1.535	0
1.540	0
1.545	0
1.550	0
1.555	0
1.560	0
1.565	0
1.570	0
1.575	0
1.580	0
1.585	0
1.590	0
1.595	0
1.600	0
1.605	0
1.610	0
1.615	0
1.620	0
1.625	0
1.630	0
1.635	0
1.640	0
1.645	0
1.650	0
1.655	0
1.660	0
1.665	0
1.670	0
1.675	0
1.680	0
1.685	0
1.690	0
1.695	0
1.700	0
1.705	0
1.710	0
1.715	0
1.720	0
1.725	0
1.730	0
1.735	0
1.740	0
1.745	0
1.750	0
1.755	0
1.760	0
1.765	0
1.770	0
1.775	0
1.780	0
1.785	0
1.790	0
1.795	0
1.800	0
1.805	0
1.810	0
1.815	0
1.820	0
1.825	0
1.830	0
1.835	0
1.840	0
1.845	0
1.850	0
1.855	0
1.860	0
1.865	0
1.870	0
1.875	0
1.880	0
1.885	0
1.890	0
1.895	0
1.900	0
1.905	0
1.910	0
1.915	0
1.920	0
1.925	0
1.930	0
1.935	0
1.940	0
1.945	0
1.950	0
1.955	0
1.960	0
1.965	0
1.970	0
1.975	0
1.980	0
1.985	0
1.990	0
1.995	0
2.000	0
2.005	0
2.010	0
2.015	0
2.020	0
2.025	0
2.030	0
2.035	0
2.040	0
2.045	0
2.050	0
2.055	0
2.060	0
2.065	0
2.070	0
2.075	0
2.080	0
2.085	0
2.090	0
2.095	0
2.100	0
2.105	0
2.110	0
2.115	0
2.120	0
2.125	0
2.130	0
2.135	0
2.140	0
2.145	0
2.150	0
2.155	0
2.160	0
2.165	0
2.170	0
2.175	0
2.180	0
2.185	0
2.190	0
2.195	0
2.200	0
2.205	0
2.210	0
2.215	0
2.220	0
2.225	0
2.230	0
2.235	0
2.240	0
2.245	0
2.250	0
2.255	0
2.260	0
2.265	0
2.270	0
2.275	0
2.280	0
2.285	0
2.290	0
2.295	0
2.300	0
2.305	0
2.310	0
2.315	0
2.320	0
2.325	0
2.330	0
2.335	0
2.340	0
2.345	0
2.350	0
2.355	0
2.360	0
2.365	0
2.370	0
2.375	0
2.380	0
2.385	0
2.390	0
2.395	0
2.400	0
2.405	0
2.410	0
2.415	0
2.420	0
2.425	0
2.430	0
2.435	0
2.440	0
2.445	0
2.450	0
2.455	0
2.460	0
2.465	0
2.470	0
2.475	0
2.480	0
2.485	0
2.490	0
2.495	0
2.500	0
